FormerMunicipality	MUN_ID	County	year	Bdgt_209_Rev	Bdgt_211_Rev	Bdgt_222_Rev	Bdgt_890_Rev	Bdgt_892_Rev	Bdgt_893_Rev	Bdgt_895_Rev	Bdgt_896_Rev	Bdgt_209_Exp	Bdgt_211_Exp	Bdgt_222_Exp	Bdgt_890_Exp	Bdgt_892_Exp	Bdgt_893_Exp	Bdgt_895_Exp	Bdgt_896_Exp	Bdgt_Admin_T	Bdgt_Edu_T	Bdgt_Health_T	Bdgt_HousingAmenities_T	Bdgt_Total_T	Bdgt_Public_Ut_T	Bdgt_Traffic_T	Bdgt_Admin_Ex	Bdgt_Edu_Ex	Bdgt_Health_Ex	Bdgt_HousingAmenities_Ex	Bdgt_Total_Ex	Bdgt_Public_Ut_Ex	Bdgt_Traffic_Ex	Bdgt_Admin_Re	Bdgt_Edu_Re	Bdgt_Health_Re	Bdgt_HousingAmenities_Re	Bdgt_Total_Re	Bdgt_Public_Ut_Re	Bdgt_Traffic_Re	Inc_Pers_Tot	Inc_Prmry_Tot	Inc_CrrntTrnsfrs	Inc_Entrepr_Tot	Inc_Entrepr	Inc_Wages	Inc_Wages_Tot	Inc_Pnsns_Tot	Inc_CashBenefits	Inc_Pnsns_CivilServant	Inc_DailyBnfts_Tot	Inc_EarlyRtrmntPay	Inc_EduGrant	Inc_Gratuities	Inc_Dedctn	Inc_OtherBnfts	Inc_PnsnsOther	Inc_Pnsns_ATP	Inc_Remnrtn	Inc_PnsnsSoc	Inc_EarlyRtrmnt	Inc_Pnsn_Supplmtn	Inc_TmprlyLeave	Inc_UnemplymtnBnfts	Emp_WP_109	Emp_WP_500	Emp_WP_1009	Emp_WP_1509	Emp_WP_1709	Emp_WP_2009	Emp_WP_2309	Emp_WP_2600	Emp_WP_2709	Emp_WP_3600	Emp_WP_4009	Emp_WP_4500	Emp_WP_5000	Emp_WP_5100	Emp_WP_5200	Emp_WP_5500	Emp_WP_6009	Emp_WP_6400	Emp_WP_6509	Emp_WP_7009	Emp_WP_7209	Emp_WP_7500	Emp_WP_8000	Emp_WP_8519	Emp_WP_8539	Emp_WP_9009	Emp_WP_9800	Emp_WP_Tot	Emp_109	Emp_500	Emp_1009	Emp_1509	Emp_1709	Emp_2009	Emp_2309	Emp_2600	Emp_2709	Emp_3600	Emp_4009	Emp_4500	Emp_5000	Emp_5100	Emp_5200	Emp_5500	Emp_6009	Emp_6400	Emp_6509	Emp_7009	Emp_7209	Emp_7500	Emp_8000	Emp_8519	Emp_8539	Emp_9009	Emp_9800	Emp_Tot	Unemplymnt	Population	AgrSurface	AVG_WindDensity	New_Rev	Turbine_installed	L1_Turbine_installed	L2_Turbine_installed	L3_Turbine_installed	L4_Turbine_installed	L5_Turbine_installed	UmeplyRate	L2_AgrSurface	L4_AgrSurface	ElecSupport	Bdgt_209_Rev_PC	Bdgt_211_Rev_PC	Bdgt_222_Rev_PC	Bdgt_890_Rev_PC	Bdgt_892_Rev_PC	Bdgt_893_Rev_PC	Bdgt_895_Rev_PC	Bdgt_896_Rev_PC	Bdgt_209_Exp_PC	Bdgt_211_Exp_PC	Bdgt_222_Exp_PC	Bdgt_890_Exp_PC	Bdgt_892_Exp_PC	Bdgt_893_Exp_PC	Bdgt_895_Exp_PC	Bdgt_896_Exp_PC	Bdgt_Admin_T_PC	Bdgt_Edu_T_PC	Bdgt_Health_T_PC	Bdgt_HousingAmenities_T_PC	Bdgt_Total_T_PC	Bdgt_Public_Ut_T_PC	Bdgt_Traffic_T_PC	Bdgt_Admin_Ex_PC	Bdgt_Edu_Ex_PC	Bdgt_Health_Ex_PC	Bdgt_HousingAmenities_Ex_PC	Bdgt_Total_Ex_PC	Bdgt_Public_Ut_Ex_PC	Bdgt_Traffic_Ex_PC	Bdgt_Admin_Re_PC	Bdgt_Edu_Re_PC	Bdgt_Health_Re_PC	Bdgt_HousingAmenities_Re_PC	Bdgt_Total_Re_PC	Bdgt_Public_Ut_Re_PC	Bdgt_Traffic_Re_PC	Inc_Pers_Tot_PC	Inc_Prmry_Tot_PC	Inc_CrrntTrnsfrs_PC	Inc_Entrepr_Tot_PC	Inc_Entrepr_PC	Inc_Wages_PC	Inc_Wages_Tot_PC	Inc_Pnsns_Tot_PC	Inc_CashBenefits_PC	Inc_Pnsns_CivilServant_PC	Inc_DailyBnfts_Tot_PC	Inc_EarlyRtrmntPay_PC	Inc_EduGrant_PC	Inc_Gratuities_PC	Inc_Dedctn_PC	Inc_OtherBnfts_PC	Inc_PnsnsOther_PC	Inc_Pnsns_ATP_PC	Inc_Remnrtn_PC	Inc_PnsnsSoc_PC	Inc_EarlyRtrmnt_PC	Inc_Pnsn_Supplmtn_PC	Inc_TmprlyLeave_PC	Inc_UnemplymtnBnfts_PC	Emp_WP_109_PC	Emp_WP_500_PC	Emp_WP_1009_PC	Emp_WP_1509_PC	Emp_WP_1709_PC	Emp_WP_2009_PC	Emp_WP_2309_PC	Emp_WP_2600_PC	Emp_WP_2709_PC	Emp_WP_3600_PC	Emp_WP_4009_PC	Emp_WP_4500_PC	Emp_WP_5000_PC	Emp_WP_5100_PC	Emp_WP_5200_PC	Emp_WP_5500_PC	Emp_WP_6009_PC	Emp_WP_6400_PC	Emp_WP_6509_PC	Emp_WP_7009_PC	Emp_WP_7209_PC	Emp_WP_7500_PC	Emp_WP_8000_PC	Emp_WP_8519_PC	Emp_WP_8539_PC	Emp_WP_9009_PC	Emp_WP_9800_PC	Emp_WP_Tot_PC	Emp_109_PC	Emp_500_PC	Emp_1009_PC	Emp_1509_PC	Emp_1709_PC	Emp_2009_PC	Emp_2309_PC	Emp_2600_PC	Emp_2709_PC	Emp_3600_PC	Emp_4009_PC	Emp_4500_PC	Emp_5000_PC	Emp_5100_PC	Emp_5200_PC	Emp_5500_PC	Emp_6009_PC	Emp_6400_PC	Emp_6509_PC	Emp_7009_PC	Emp_7209_PC	Emp_7500_PC	Emp_8000_PC	Emp_8519_PC	Emp_8539_PC	Emp_9009_PC	Emp_9800_PC	Emp_Tot_PC	Unemplymnt_PC	UmeplyRate_PC	Population_PC	AgrSurface_PC	AVG_WindDensity_PC	New_Rev_PC	Bdgt_890_T	Bdgt_892_T	Bdgt_893_T	Bdgt_895_T	Bdgt_896_T	Bdgt_209_T	Bdgt_211_T	Bdgt_222_T	laggedAVGWindDensity	laggedUnemplyRate	laggedEmployment	laggedAgrSurface	lagged_Turbines	lagged_Rev_PC	lagged_2_Rev_PC	lagged_3_Rev_PC	delta_income_Personal	delta_income_Entre	delta_income_Wages	delta_income_Pensions	delta_income_Edu	delta_income_Daily	delta_Budget_T	delta_Budget_Admin	delta_Budget_Edu	delta_Budget_Health	delta_Budget_Housing	delta_Budget_UT	delta_Budget_Tra	delta_Budget_890_T	delta_Budget_892_T	delta_Budget_893_T	delta_Budget_895_T	delta_Budget_896_T	delta_Budget_209_T	delta_Budget_211_T	delta_Budget_222_T	Emp_Tot_PC_10k	Emp_8539_PC_10k	Emp_2709_PC_10k	Emp_4500_PC_10k	Emp_109_PC_10k	Emp_8000_PC_10k	Emp_5200_PC_10k	delta_Emp_Tot_PC	delta_Emp_8539_PC	delta_Emp_2709_PC	delta_Emp_4500_PC	delta_Emp_109_PC	delta_Emp_8000_PC	delta_Emp_5200_PC	Emp_7209_PC_10k	Emp_7500_PC_10k	Emp_5100_PC_10k	Emp_8519_PC_10k	Emp_6009_PC_10k	Emp_9009_PC_10k	Emp_1509_PC_10k	delta_Emp_7209_PC	delta_Emp_7500_PC	delta_Emp_5100_PC	delta_Emp_8519_PC	delta_Emp_6009_PC	delta_Emp_9009_PC	delta_Emp_1509_PC	Emp_5000_PC_10k	Emp_2009_PC_10k	Emp_5500_PC_10k	Emp_6509_PC_10k	Emp_2309_PC_10k	Emp_3600_PC_10k	Emp_6400_PC_10k	delta_Emp_5000_PC	delta_Emp_2009_PC	delta_Emp_5500_PC	delta_Emp_6509_PC	delta_Emp_2309_PC	delta_Emp_3600_PC	delta_Emp_6400_PC	Emp_7009_PC_10k	Emp_2600_PC_10k	Emp_1709_PC_10k	Emp_4009_PC_10k	Emp_9800_PC_10k	Emp_500_PC_10k	Emp_1009_PC_10k	delta_Emp_7009_PC	delta_Emp_2600_PC	delta_Emp_1709_PC	delta_Emp_4009_PC	delta_Emp_9800_PC	delta_Emp_500_PC	delta_Emp_1009_PC	Rev_PC_int	cut	ML	gpscore	gpscore_predicted
"Allerød"	1	"Copenhagen County"	2002	17961.552	0	0	1.018e+08	3101986.8	6702.0715	2652679.9	3450226.4	483085.31	2072414.5	361911.86	174253.86	0	0	0	0	13147186	31552414	55171855	3335218.8	1.052e+08	-1347250.4	3297821.3	14208928	35234532	67004496	4155954.5	1.299e+08	5943933.2	3351705.9	1061742.2	3682118.1	11832641	820735.67	24742305	7291183.6	53884.655	6.994e+08	5.828e+08	1.079e+08	40435608	40435876	0	5.423e+08	78673070	1228891.8	14017785	14839593	10077905	2003651.3	0	0	6127838	20965286	2198547.5	0	28962734	522493.49	1928320	801969.87	6680624.8	208	0	33	32	15	134	184	26	1415	361	10	602	179	2754	620	187	276	118	164	148	1545	1566	631	207	1405	310	51	13181	139	0	14	96	17	200	445	33	573	96	73	619	244	1310	751	198	453	250	765	211	1881	1145	924	770	1285	596	51	13139	329	23070	2809.695	294.629	118.645	5	5	5	5	5	5	.0244283	2666.012	2753.185	6.1	1.358254	0	0	7699.557	234.5725	.5068112	200.5959	260.9064	36.53095	156.7162	27.36781	13.17709	0	0	0	0	994.1913	2385.996	4172.1	252.2095	7952	-101.8792	249.3815	1074.48	2664.438	5066.886	314.2736	9823.015	449.4807	253.4563	80.28903	278.4421	894.7853	62.0641	1871.015	551.3599	4.074762	52887.28	44070.18	8162.56	3057.744	3057.764	0	41012.48	5949.264	92.9289	1060.026	1122.171	762.092	151.5163	0	0	463.3876	1585.397	166.2543	0	2190.164	39.511	145.8197	60.64503	505.1894	.015729	0	.0024955	.0024198	.0011343	.0101331	.0139141	.0019661	.1070024	.0272989	.0007562	.0455233	.013536	.2082577	.0468845	.014141	.0208711	.0089232	.0124017	.0111918	.116833	.1184211	.0477163	.0156534	.1062462	.0234422	.0038566	.9967483	.0105112	0	.0010587	.0072595	.0012855	.015124	.0336509	.0024955	.0433303	.0072595	.0055203	.0468088	.0184513	.0990623	.0567907	.0149728	.0342559	.018905	.0578494	.0159558	.1422414	.086585	.069873	.0582275	.0971718	.0450696	.0038566	.5695275	.024879	1.85e-06	1.744555	.2124694	.0222799	.0089719	1.02e+08	3101987	6702.071	2652680	3450227	465123.8	2072415	361911.9	294.629	.0226164	.5729885	2753.185	5	0	0	0	2766.727	-132.5144	1423.918	285.7871	-1.665283	84.73535	715.7568	108.0834	199.5776	365.0254	41.01318	-17.85397	19.91139	1.19e+07	108841.8	0	231891.8	826097.5	-25735.97	243955.4	-107233.1	5695.275	971.7181	433.3031	468.0883	105.1119	698.7296	567.9069	-34.60938	-5.284729	15.44647	18.66699	-10.62535	-2.457764	2.748291	1422.414	865.85	990.6231	582.2747	342.559	450.6957	72.59528	52.35498	18.11212	-40.49066	4.339905	1.359528	-19.01721	1.198921	184.513	151.2402	149.7278	578.4937	336.5094	72.59528	189.0502	-12.39063	-20.1111	15.95354	-30.25427	9.589203	-13.83189	-10.10805	159.5584	24.95463	12.85541	55.20266	38.56624	0	10.58681	16.76566	11.4269	-8.939263	2.594814	.2376671	0	.0652428	0	2	1.6470157	.0637991	15.66522
"Arden"	2	"North Jutland County"	1996	0	4155.2843	0	17452060	120637.29	100531.07	1340.4143	172243.24	364592.69	464185.47	45574.086	67020.715	0	0	0	0	3082282.7	6677139.8	15543980	-218621.57	26299599	220498.15	994319.32	3292325.6	7126312.6	19007075	1319637.9	31997834	245563.9	1006919.2	210042.92	449172.83	3463094.4	1538259.4	5698235.2	25065.747	12599.894	1.424e+08	1.054e+08	36569183	19399816	19400084	85391763	86026047	23481110	932258.14	0	12669060	2683107.3	418879.47	82971.645	134.04143	3707451.9	2552148.8	236851.21	551848.57	15774800	1156643.5	1078363.3	1223664.2	6805685.5	589	23	0	50	2	93	13	222	187	3	32	304	67	83	143	80	160	18	48	28	54	101	227	14	385	104	23	3053	579	24	10	185	14	98	60	215	316	34	22	311	127	149	184	96	207	31	80	34	144	173	251	121	438	133	23	4059	437	8380	15028.15	394.27233	49928.64	25	14	14	13	11	10	.0971975	14641.91	14854.68	7.778004	0	1.020704	0	4286.922	29.63333	24.69444	.3292592	42.30981	89.55851	114.0225	11.19481	16.46296	0	0	0	0	757.1316	1640.172	3818.222	-53.70218	6460.23	54.16314	244.2445	808.7265	1750.507	4668.896	324.1557	7859.944	60.32029	247.3395	51.59492	110.3348	850.6741	377.8579	1399.714	6.157147	3.095037	34971.35	25896.96	8982.851	4765.369	4765.435	20975.62	21131.43	5767.897	228.9998	0	3112.026	659.0782	102.8935	20.38115	.0329259	910.6981	626.9095	58.1801	135.556	3874.92	284.1178	264.889	300.5807	1671.748	.1446819	.0056497	0	.012282	.0004913	.0228445	.0031933	.0545321	.0459347	.0007369	.0078605	.0746745	.0164579	.0203881	.0351265	.0196512	.0393024	.0044215	.0117907	.0068779	.0132646	.0248096	.0557603	.003439	.0945714	.0255465	.0056497	.7499386	.1422255	.0058954	.0024564	.0454434	.003439	.0240727	.0147384	.0528126	.0776222	.0083518	.0054041	.076394	.0311963	.0366003	.0451977	.0235814	.0508475	.0076148	.0196512	.0083518	.0353721	.0424957	.0616556	.0297224	.1075903	.0326701	.0056497	.4843675	.1073446	.0000239	2.058462	3.691513	.096849	12.26447	1.74e+07	120637.3	100531.1	1340.414	172243.2	364592.7	460030.2	45574.09	394.2723	.1060606	.4885982	14854.68	13	0	3.193595	0	203.5039	211.2227	250.9082	4.625488	15.82096	-253.3855	-72.92969	15.89337	36.60266	-9.945801	-132.1083	-1.506191	18.13455	1499522	48925.13	46914.5	0	85116.3	69969.63	19972.19	-21446.63	4843.675	1075.903	776.222	763.9401	1422.255	616.5562	451.9774	-42.30615	-16.89648	-7.246521	3.291016	-101.5787	-90.84747	-14.55402	353.7215	424.957	366.0034	297.2243	508.4745	326.7011	454.4338	16.50037	6.600006	3.427399	-1.964355	-11.30231	-10.52002	-4.49118	311.9627	240.7271	235.8143	196.5119	147.3839	83.51756	76.14837	5.167542	15.06784	.013092	-26.61182	.325119	7.452652	-2.452034	83.51756	528.1257	34.38958	54.04078	56.49718	58.95358	24.56399	-20.43781	-67.71606	-11.24936	-4.275654	-11.96124	-9.504845	4.280014	12	15	1.6470157	.0150104	52.815002
"Arden"	2	"North Jutland County"	1997	0	4289.3257	0	17972275	127339.36	0	0	254678.72	254142.55	391266.93	67020.715	81497.189	0	0	0	0	3298893.6	7049640.9	16502511	-308429.33	27541224	195432.4	803176.25	3520866.2	7531653.9	19611468	1266691.5	32968026	221302.4	816044.22	221972.61	482012.98	3108956.9	1575120.8	5426801.3	25869.996	12867.977	1.495e+08	1.133e+08	35766409	21129621	21129755	91175382	92202542	23586734	1075816.5	0	11735461	2648524.6	443677.13	95571.539	0	4003147.3	2601476.1	271031.77	932124.1	15821044	1166696.6	1078765.4	854514.11	5801849.2	558	22	0	58	2	121	15	228	201	4	30	277	65	67	141	79	185	14	48	31	60	76	223	25	425	111	22	3088	558	27	12	199	10	114	57	219	316	28	22	322	135	134	189	95	217	34	79	45	147	159	252	127	481	134	22	4134	386	8325	14579.86	394.27233	192744.5	31	25	14	14	13	11	.0853982	14800.51	15050.6	7.778004	0	1.056744	0	4427.759	31.3721	0	0	62.7442	62.61211	96.39491	16.51163	20.07814	0	0	0	0	812.7355	1736.792	4065.659	-75.98653	6785.224	48.14792	197.8754	867.4221	1855.544	4831.601	312.0699	8122.204	54.52141	201.0456	54.68653	118.7517	765.9416	388.0564	1336.98	6.37349	3.170233	36838.28	27921.4	8811.631	5205.622	5205.655	22462.52	22715.58	5810.972	265.0447	0	2891.22	652.5067	109.307	23.54559	0	986.2398	640.9155	66.77304	229.6438	3897.769	287.4345	265.7712	210.5233	1429.379	.1374723	.0054201	0	.0142892	.0004927	.0298103	.0036955	.0561715	.0495196	.0009855	.007391	.0682434	.0160138	.0165065	.0347376	.0194629	.0455777	.0034491	.0118256	.0076373	.014782	.0187238	.0549396	.0061592	.1047056	.0273466	.0054201	.7607785	.1374723	.0066519	.0029564	.0490269	.0024637	.0280857	.0140429	.0539542	.0778517	.0068983	.0054201	.0793299	.0332594	.0330131	.0465632	.0234048	.0534614	.0083764	.0194629	.0110865	.0362158	.0391722	.0620843	.0312885	.1185021	.0330131	.0054201	.4965766	.0950973	.000021	2.050998	3.591982	.0971353	47.48572	1.79e+07	127339.4	0	0	254678.7	254142.5	386977.6	67020.71	394.2723	.0971975	.4843675	15050.6	14	12.26447	0	3.193595	1866.93	440.2534	1584.15	43.07471	6.413498	-220.8066	324.9937	55.60394	96.62061	247.4375	-22.28436	-6.015224	-46.36909	505738	6702.07	-100531.1	-1340.414	82435.48	-110450.1	-73052.59	21446.63	4965.766	1185.021	778.5169	793.2988	1374.723	620.8426	465.6319	122.0903	109.1183	2.294861	29.35876	-47.5321	4.286438	13.65451	362.1581	391.7221	330.1306	312.8849	534.6144	330.1306	490.2686	8.436676	-33.23489	-35.87286	15.66068	26.13989	3.429504	35.83478	332.5942	280.8574	234.0478	194.6292	140.4287	68.98251	83.76447	20.63156	40.13028	-1.76651	-1.88269	-6.955261	-14.53506	7.616104	110.8647	539.5417	24.63661	54.20054	54.20054	66.51885	29.56393	27.34718	11.41602	-9.752975	.1597672	-2.296635	7.565277	4.999943	47	42	1.6470157	.0077446	48.72583
"Assens"	3	"Funen County"	1999	12465.853	5629.74	0	26912034	1550993.4	0	0	562974	-15950.93	690983.57	0	93829.001	0	0	0	0	4616118.7	8116208.6	27709580	248512.81	41621606	127339.36	803846.45	5057249.1	8579187.7	32158147	3146488.5	51223664	1460649.5	821942.05	441130.34	462979.1	4448567	2897975.7	9602057.8	1333310.1	18095.593	2.119e+08	1.533e+08	57737944	21404138	21404540	1.303e+08	1.319e+08	44030867	2129248.1	0	13084856	5434441.7	621952.23	442336.72	-134.04143	5258713.4	8109238.4	777172.21	1149137.2	26236733	1396309.6	2077642.2	608280.01	5088212.7	373	2	0	440	3	43	68	75	552	18	50	205	98	172	381	129	117	44	101	65	148	219	283	203	631	179	18	4617	375	2	3	388	10	136	94	56	657	73	38	326	139	221	353	148	173	58	105	75	252	259	291	239	588	199	18	5276	332	10786	10294	436.61927	109818.6	11	9	9	9	9	9	.0592011	10485.05	10584.77	7.928399	2.414927	1.090612	0	5213.49	300.4637	0	0	109.0612	-3.090068	133.8597	0	18.17687	0	0	0	0	894.2501	1572.299	5367.993	48.14274	8063.078	24.66861	155.7238	979.7073	1661.989	6229.785	609.5483	9923.221	282.9619	159.2294	85.45725	89.68987	861.7914	561.4056	1860.143	258.2933	3.505539	41052.8	29690.51	11185.19	4146.481	4146.56	25235.73	25543.96	8529.808	412.4851	0	2534.842	1052.778	120.4867	85.69096	-.025967	1018.736	1570.949	150.5564	222.6147	5082.668	270.4978	402.4878	117.8381	985.7057	.0722588	.0003874	0	.0852383	.0005812	.0083301	.0131732	.0145293	.1069353	.003487	.0096862	.0397133	.0189849	.0333204	.0738086	.0249903	.0226656	.0085238	.0195661	.012592	.0286711	.0424254	.0548237	.0393258	.1222394	.0346765	.003487	.8944207	.0726463	.0003874	.0005812	.0751647	.0019372	.0263464	.01821	.0108485	.1272763	.0141418	.0073615	.0631538	.0269275	.0428129	.0683843	.0286711	.0335141	.011236	.020341	.0145293	.0488183	.0501744	.0563735	.0462999	.1139093	.038551	.003487	.4891526	.0643162	.0000115	2.0895	1.994188	.0845834	21.27444	2.68e+07	1550993	0	0	562974	-28416.78	685353.8	0	436.6193	.0561346	.4773442	10584.77	9	0	0	0	16.59375	-232.9946	309.7227	52.4375	-4.055542	-26.91724	206.3394	-4.937927	-4.963745	338.8872	-45.79678	-31.98455	-44.86467	1021394	78280.25	0	0	93829	-155488.1	3619.125	0	4891.526	1139.093	1272.763	631.5382	726.4626	563.735	683.8435	118.084	-32.87366	69.38611	-14.3197	-45.03326	-31.08246	-16.98096	488.1829	501.7435	428.1286	462.9988	335.1414	385.5095	751.6467	162.3093	-16.51324	33.54675	-67.03653	9.267853	40.00497	-27.7016	269.2755	263.4638	286.7106	203.4095	182.1	141.4181	112.3596	37.63042	-40.81577	-5.790405	-2.715332	19.16318	7.927673	-1.499893	145.2925	108.4851	19.37234	73.61488	34.8702	3.874467	5.811701	17.69142	24.07204	-4.184792	10.79587	-33.83808	-3.977908	-.0775809	21	42	1.6470157	.0136001	46.56066
"Assens"	3	"Funen County"	2002	13538.184	6165.9058	0	30107716	1241491.7	0	0	701706.88	-16755.179	721679.06	100531.07	148383.86	0	0	0	0	5577732	10404296	33828036	1197526.1	51430624	-446626.04	869660.79	5980526.5	11264708	38224728	1516276.7	61414968	2984566.5	1444162.4	402794.5	860411.94	4396692.9	318750.52	9984344	3431192.5	574501.57	2.380e+08	1.663e+08	69334136	21920063	21919795	0	1.443e+08	48118997	2406177.7	4535559.9	14647779	6551811	789235.94	0	134.04143	6728611.7	5023470.7	1026891.4	0	28022567	734144.91	2223747.3	248512.81	5264745.2	335	2	0	499	2	34	59	45	604	21	14	239	77	220	334	138	118	50	95	61	227	204	271	85	657	175	28	4594	372	2	3	386	7	97	96	33	626	76	22	366	118	239	330	146	180	57	87	70	310	240	291	194	647	177	28	5200	331	10764	10716.56	436.61927	14103.24	6	11	11	11	9	9	.0598445	10097.49	10231.34	6.1	2.577229	1.173787	0	5731.528	236.3396	0	0	133.5821	-3.18964	137.3842	19.13784	28.24745	0	0	0	0	1061.818	1980.639	6439.755	227.9699	9790.715	-85.02304	165.5551	1138.497	2144.433	7276.743	288.6497	11691.41	568.1642	274.9214	76.67895	163.7944	836.9871	60.67971	1900.694	653.1873	109.3664	45302.66	31649.93	13198.96	4172.866	4172.814	0	27477.14	9160.289	458.0578	863.4228	2788.46	1247.251	150.2448	0	.0255171	1280.908	956.3051	195.4866	0	5334.583	139.7573	423.329	47.30874	1002.236	.0637731	.0003807	0	.0949933	.0003807	.0064725	.0112317	.0085665	.1149819	.0039977	.0026651	.0454978	.0146583	.0418808	.0635827	.0262707	.0224634	.0095184	.0180849	.0116124	.0432134	.038835	.0515896	.0161812	.1250714	.0333143	.0053303	.8745479	.0708167	.0003807	.0005711	.0734818	.0013326	.0184656	.0182753	.0062821	.11917	.0144679	.0041881	.0696745	.0224634	.0454978	.0628212	.0277936	.0342661	.0108509	.016562	.0133257	.0590139	.0456882	.0553969	.0369313	.1231677	.033695	.0053303	.4830918	.0630116	.0000114	2.049115	2.040084	.0831181	2.684798	3.00e+07	1241492	0	0	701706.9	-30293.36	715513.1	100531.1	436.6193	.0488865	.4913478	10231.34	11	0	0	21.27444	1315.723	-640.8828	200.7012	187.2646	2.889359	271.8801	879.8057	-19.65515	135.0905	690.8848	34.26012	42.76054	-3.535431	1646432	-422364.5	0	0	46914.5	-1608.498	50667.63	6702.07	4830.918	1231.677	1191.7	696.7447	708.1667	553.9691	628.2125	-82.56055	32.82983	-49.41431	-2.582886	37.65765	-35.84839	-23.08435	590.139	456.8818	454.9781	369.3128	342.6613	336.9503	734.8182	34.90363	-15.74069	63.0473	-22.61804	-22.37231	-18.47717	-20.2251	224.6335	184.6564	277.9364	165.6196	182.7527	144.6792	108.5094	-3.992783	-40.12749	-19.85416	-28.42455	9.842041	-49.36496	-2.921883	133.2572	62.82125	13.32572	41.88083	53.30288	3.807348	5.711022	6.456032	-6.343021	1.798341	-2.307449	-4.334011	-1.956341	-9.658814	2	2	1.6470157	.0217589	43.188126
"Aulum-Haderup"	5	"Ringkøbing County"	1996	0	0	0	14294044	469145	118894.75	56297.4	133773.35	365262.9	462845.06	0	34850.772	0	0	0	0	2576410.3	4914360.9	11725140	134309.51	20573617	320895.18	902500.94	2704017.8	4971864.7	14150352	1031180.7	24136304	376388.33	902500.94	127607.44	57503.773	2425211.6	896871.2	3562687.2	55493.152	0	1.192e+08	92700908	26259654	20666642	20686748	71639246	72033060	18512864	337784.4	0	7373619	2136218.3	373305.38	122647.91	-20106.215	2765006.6	2233264.3	193957.95	271836.02	12266131	684415.54	999278.86	1249534.2	3021025.7	600	15	0	49	446	45	2	5	154	219	8	163	64	163	153	48	124	22	42	17	93	82	123	85	290	110	22	3144	546	9	10	116	302	71	22	28	216	244	13	208	87	212	201	63	139	28	65	17	108	172	143	136	300	118	22	3596	203	6688	14394.88	359.29127	34587.15	2	1	1	1	1	1	.0534351	14966.31	15156.15	7.778004	0	0	0	3924.779	128.8152	32.64545	15.45783	36.73074	100.2918	127.0854	0	9.56913	0	0	0	0	707.4163	1349.358	3219.423	36.87796	5648.989	88.1096	247.8037	742.4541	1365.147	3885.324	283.1358	6627.211	103.3466	247.8037	35.03774	15.78906	665.9011	246.2579	978.2227	15.237	0	32730.55	25453.3	7210.229	5674.531	5680.052	19670.3	19778.44	5083.159	92.74696	0	2024.607	586.5508	102.5001	33.67598	-5.520652	759.2001	613.1972	53.25589	74.63921	3367.966	187.923	274.3764	343.0901	829.4963	.1647446	.0041186	0	.0134541	.1224602	.0123558	.0005491	.0013729	.0422845	.0601318	.0021966	.0447556	.0175728	.0447556	.0420099	.0131796	.0340472	.0060406	.0115321	.0046678	.0255354	.0225151	.0337727	.0233388	.0796266	.0302032	.0060406	.8632619	.1499176	.0024712	.0027457	.0318506	.0829215	.0194948	.0060406	.0076881	.0593081	.0669962	.0035695	.0571115	.023888	.0582098	.0551895	.0172982	.0381658	.0076881	.0178473	.0046678	.029654	.0472268	.0392641	.0373421	.0823723	.0323998	.0060406	.5376794	.0557386	.0000147	1.836354	3.952465	.0986522	9.496746	1.43e+07	469145	118894.8	56297.4	133773.3	365262.9	462845.1	0	359.2913	.0518094	.5496529	15156.15	1	0	0	0	1175.914	662.2217	390.666	179.7861	10.11417	-16.02869	192.7515	26.349	-1.842285	111.1423	-1.541798	8.926971	49.71692	2047617	96911.94	134.0469	0	23189.16	123050	64742.03	0	5376.794	823.7232	593.0807	571.1147	1499.176	392.6414	551.8946	-119.7344	-28.10809	-17.35217	27.27454	-57.42749	20.83228	-25.24188	296.5403	472.268	582.0977	373.4212	381.6584	323.9978	318.5063	24.62024	-2.204803	38.25751	23.80966	-9.573547	-33.93781	13.28989	238.8797	194.9478	172.9819	178.4734	60.40637	669.9615	76.88084	19.67885	-15.92897	28.69777	6.442291	16.01125	-112.5024	4.738777	46.67765	76.88084	829.2147	35.69467	60.40637	24.7117	27.45744	-17.14033	15.83755	-153.0272	-5.925751	10.46186	-5.809946	2.485188	9	15	1.6470157	.024183	30.19126
